claim_id,from_date,end_date,transport_cost,accommodation_cost,meals_and_incidentals_cost,reg_points_used,special_points_used,USA_points_used,total_cost,mp_office
T0220242,2021/11/29,2021/12/03,797.2400,803.7400,381.0300,1.0000,0,0,1982.01,"Gould, Hon. Karina"
T0216521,2021/10/04,2021/10/06,480.7500,0.0000,197.2600,1.0000,0,0,678.01,"Gourde, Jacques"
T0216163,2021/10/05,2021/11/04,0.0000,82.6300,0.0000,0,0,0,82.63,"Gourde, Jacques"
T0216175,2021/10/05,2021/11/04,0.0000,96.2400,0.0000,0,0,0,96.24,"Gourde, Jacques"
T0217077,2021/10/26,2021/10/27,480.7500,0.0000,98.6200,1.0000,0,0,579.37,"Gourde, Jacques"
T0217350,2021/10/27,2021/10/29,445.5500,153.4000,197.2600,1.0000,0,0,796.21,"Gourde, Jacques"
200524065,2021/11/01,2021/11/30,0.0000,1537.0000,0.0000,0,0,0,1537.00,"Gourde, Jacques"
T0217055,2021/11/05,2021/12/04,0.0000,96.2400,0.0000,0,0,0,96.24,"Gourde, Jacques"
T0220358,2021/11/05,2021/12/06,0.0000,82.6300,0.0000,0,0,0,82.63,"Gourde, Jacques"
T0218855,2021/11/16,2021/11/19,480.7500,0.0000,295.8800,1.0000,0,0,776.63,"Gourde, Jacques"
T0219567,2021/11/21,2021/11/26,480.7500,0.0000,493.1300,1.0000,0,0,973.88,"Gourde, Jacques"
T0220117,2021/11/29,2021/12/03,480.7500,0.0000,493.1300,1.0000,0,0,973.88,"Gourde, Jacques"
200530307,2021/12/01,2021/12/31,0.0000,1537.0000,0.0000,0,0,0,1537.00,"Gourde, Jacques"
T0218686,2021/12/05,2022/01/04,0.0000,96.2400,0.0000,0,0,0,96.24,"Gourde, Jacques"
T0220423,2021/12/06,2021/12/10,480.7500,0.0000,394.5100,1.0000,0,0,875.26,"Gourde, Jacques"
200538498,2022/01/01,2022/01/31,0.0000,1537.0000,0.0000,0,0,0,1537.00,"Gourde, Jacques"
T0216856,2021/08/23,2021/09/20,0.0000,44.9500,0.0000,0,0,0,44.95,"Gray, Tracy"
T0217785,2021/09/23,2021/10/22,0.0000,44.9500,0.0000,0,0,0,44.95,"Gray, Tracy"
T0216781,2021/10/03,2021/10/08,2285.3100,0.0000,0.0000,1.0000,0,0,2285.31,"Gray, Tracy"
T0218614,2021/10/03,2021/10/08,2207.2900,0.0000,0.0000,1.0000,0,0,2207.29,"Gray, Tracy"
T0218447,2021/10/25,2021/10/29,1584.3100,0.0000,0.0000,1.0000,0,0,1584.31,"Gray, Tracy"
200524066,2021/11/01,2021/11/30,0.0000,2100.0000,0.0000,0,0,0,2100.00,"Gray, Tracy"
200530308,2021/12/01,2021/12/31,0.0000,2100.0000,0.0000,0,0,0,2100.00,"Gray, Tracy"
200538499,2022/01/01,2022/01/31,0.0000,2125.2000,0.0000,0,0,0,2125.20,"Gray, Tracy"
T0212044,2021/04/11,2021/04/17,504.4400,0.0000,311.9200,1.0000,0,0,816.36,"Green, Matthew"
T0220987,2021/07/23,2021/08/22,0.0000,51.1200,0.0000,0,0,0,51.12,"Green, Matthew"
T0215696,2021/08/01,2021/09/01,0.0000,71.0000,0.0000,0,0,0,71.00,"Green, Matthew"
T0217086,2021/08/22,2021/09/20,0.0000,53.1200,0.0000,0,0,0,53.12,"Green, Matthew"
T0217044,2021/09/01,2021/09/20,0.0000,46.0000,0.0000,0,0,0,46.00,"Green, Matthew"
T0217492,2021/09/21,2021/09/22,0.0000,3.8300,0.0000,0,0,0,3.83,"Green, Matthew"
T0217456,2021/10/01,2021/11/01,0.0000,71.0000,0.0000,0,0,0,71.00,"Green, Matthew"
200524067,2021/11/01,2021/11/30,0.0000,1785.0000,0.0000,0,0,0,1785.00,"Green, Matthew"
200530309,2021/12/01,2021/12/31,0.0000,1785.0000,0.0000,0,0,0,1785.00,"Green, Matthew"
200538500,2022/01/01,2022/01/31,0.0000,1785.0000,0.0000,0,0,0,1785.00,"Green, Matthew"
T0217826,2021/07/01,2021/07/01,36.5700,0.0000,0.0000,0.0000,0,0,36.57,"Guilbeault, Hon. Steven"
T0217706,2021/09/27,2021/10/01,5.6600,0.0000,0.0000,0.0000,0,0,5.66,"Guilbeault, Hon. Steven"
T0216118,2021/09/27,2022/01/31,12.1900,0.0000,0.0000,0.0000,0,0,12.19,"Guilbeault, Hon. Steven"
T0217812,2021/10/04,2021/10/04,12.1900,0.0000,0.0000,0.0000,0,0,12.19,"Guilbeault, Hon. Steven"
T0216780,2021/10/12,2021/10/12,7.2300,0.0000,0.0000,0,0.0000,0,7.23,"Guilbeault, Hon. Steven"
T0217792,2021/10/21,2021/10/21,197.4000,0.0000,19.2900,1.0000,0,0,216.69,"Guilbeault, Hon. Steven"
T0217127,2021/10/25,2021/10/26,193.4700,160.5800,85.6700,1.0000,0,0,439.72,"Guilbeault, Hon. Steven"
T0217800,2021/10/25,2021/10/27,0.0000,270.7100,171.3400,0.0000,0,0,442.05,"Guilbeault, Hon. Steven"
200524068,2021/11/01,2021/11/30,0.0000,1700.0000,0.0000,0,0,0,1700.00,"Guilbeault, Hon. Steven"
200530310,2021/12/01,2021/12/31,0.0000,1700.0000,0.0000,0,0,0,1700.00,"Guilbeault, Hon. Steven"
200538501,2022/01/01,2022/01/31,0.0000,1700.0000,0.0000,0,0,0,1700.00,"Guilbeault, Hon. Steven"
T0217272,2021/09/30,2021/10/03,656.0000,0.0000,0.0000,1.0000,0,0,656.00,"Hajdu, Hon. Patty"
T0217278,2021/10/16,2021/10/16,215.6600,0.0000,0.0000,0,0.0000,0,215.66,"Hajdu, Hon. Patty"
T0217274,2021/10/18,2021/10/21,626.4200,0.0000,0.0000,1.0000,0,0,626.42,"Hajdu, Hon. Patty"
T0217275,2021/10/24,2021/10/28,626.4200,0.0000,0.0000,1.0000,0,0,626.42,"Hajdu, Hon. Patty"
200524069,2021/11/01,2021/11/30,0.0000,1935.0000,0.0000,0,0,0,1935.00,"Hajdu, Hon. Patty"
T0218158,2021/11/03,2021/11/05,705.8600,270.7100,171.3400,1.0000,0,0,1147.91,"Hajdu, Hon. Patty"
T0218164,2021/11/03,2021/11/05,621.8100,0.0000,0.0000,1.0000,0,0,621.81,"Hajdu, Hon. Patty"
T0218165,2021/11/03,2021/11/05,621.8100,0.0000,0.0000,1.0000,0,0,621.81,"Hajdu, Hon. Patty"
T0218049,2021/11/04,2021/11/05,708.8000,135.3600,85.6700,1.0000,0,0,929.83,"Hajdu, Hon. Patty"
200530311,2021/12/01,2021/12/31,0.0000,1935.0000,0.0000,0,0,0,1935.00,"Hajdu, Hon. Patty"
200538502,2022/01/01,2022/01/31,0.0000,1935.0000,0.0000,0,0,0,1935.00,"Hajdu, Hon. Patty"
T0214415,2021/04/07,2021/08/03,0.0000,504.0500,0.0000,0,0,0,504.05,"Hallan, Jasraj Singh"
T0216929,2021/07/23,2021/08/22,0.0000,51.5300,0.0000,0,0,0,51.53,"Hallan, Jasraj Singh"
T0217167,2021/08/22,2021/09/20,0.0000,94.4900,0.0000,0,0,0,94.49,"Hallan, Jasraj Singh"
T0217168,2021/09/22,2021/10/21,0.0000,121.9000,0.0000,0,0,0,121.90,"Hallan, Jasraj Singh"
T0218458,2021/09/22,2021/11/04,0.0000,96.2500,0.0000,0,0,0,96.25,"Hallan, Jasraj Singh"
T0217417,2021/10/22,2021/11/21,0.0000,121.9000,0.0000,0,0,0,121.90,"Hallan, Jasraj Singh"
T0217291,2021/10/26,2021/10/28,787.4100,282.7100,104.7300,0.5000,0,0,1174.85,"Hallan, Jasraj Singh"
200524070,2021/11/01,2021/11/30,0.0000,2000.0000,0.0000,0,0,0,2000.00,"Hallan, Jasraj Singh"
200530312,2021/12/01,2021/12/31,0.0000,2000.0000,0.0000,0,0,0,2000.00,"Hallan, Jasraj Singh"
200538503,2022/01/01,2022/01/31,0.0000,2000.0000,0.0000,0,0,0,2000.00,"Hallan, Jasraj Singh"
T0217314,2021/09/28,2021/10/02,5560.5000,1068.4400,455.3100,2.0000,0,0,7084.25,"Hanley, Brendan"
T0215835,2021/08/28,2021/09/03,101.1900,1244.2300,729.6200,0,0,0,2075.04,"Hardie, Ken"
T0216045,2021/09/01,2021/09/20,0.0000,1000.0000,0.0000,0,0,0,1000.00,"Hardie, Ken"
T0216046,2021/09/08,2021/09/20,1197.0500,0.0000,0.0000,0.5000,0,0,1197.05,"Hardie, Ken"
T0216055,2021/09/21,2021/09/21,271.0400,0.0000,91.2000,0.5000,0,0,362.24,"Hardie, Ken"
T0216212,2021/09/21,2021/09/30,0.0000,500.0000,0.0000,0,0,0,500.00,"Hardie, Ken"
T0216287,2021/09/23,2021/09/23,1197.0500,0.0000,0.0000,0.5000,0,0,1197.05,"Hardie, Ken"
T0216673,2021/09/23,2021/10/22,0.0000,89.1600,0.0000,0,0,0,89.16,"Hardie, Ken"
T0216065,2021/09/26,2021/09/26,1197.7000,0.0000,0.0000,0.5000,0,0,1197.70,"Hardie, Ken"
T0217330,2021/10/01,2021/10/31,0.0000,1550.0000,0.0000,0,0,0,1550.00,"Hardie, Ken"
T0216988,2021/10/10,2021/10/21,2091.3800,0.0000,0.0000,1.0000,0,0,2091.38,"Hardie, Ken"
T0216987,2021/10/10,2021/10/21,2229.8500,0.0000,0.0000,1.0000,0,0,2229.85,"Hardie, Ken"
T0217331,2021/10/23,2021/11/22,0.0000,89.1600,0.0000,0,0,0,89.16,"Hardie, Ken"
T0219442,2021/11/01,2021/11/30,0.0000,1500.0000,0.0000,0,0,0,1500.00,"Hardie, Ken"
T0219367,2021/11/05,2021/11/17,2262.8800,0.0000,0.0000,1.0000,0,0,2262.88,"Hardie, Ken"
T0219365,2021/11/23,2021/12/22,0.0000,89.1600,0.0000,0,0,0,89.16,"Hardie, Ken"
200526472,2021/11/01,2021/11/30,0.0000,686.1800,0.0000,0,0,0,686.18,"Harris, Jack"
T0219311,2021/10/03,2021/10/08,640.5000,583.8100,0.0000,1.0000,0,0,1224.31,"Hepfner, Lisa"
T0219351,2021/11/03,2021/11/05,386.3800,371.8200,0.0000,1.0000,0,0,758.20,"Hepfner, Lisa"
T0219464,2021/11/03,2021/11/06,331.5700,621.6500,0.0000,0.5000,0,0,953.22,"Hepfner, Lisa"
T0219407,2021/11/07,2021/11/08,400.2200,156.3400,0.0000,1.0000,0,0,556.56,"Hepfner, Lisa"
T0219432,2021/11/17,2021/11/19,892.1800,331.5700,0.0000,1.0000,0,0,1223.75,"Hepfner, Lisa"
T0219493,2021/11/26,2021/11/28,840.1100,0.0000,0.0000,1.0000,0,0,840.11,"Hepfner, Lisa"
200532396,2021/12/01,2021/12/31,0.0000,2019.0000,0.0000,0,0,0,2019.00,"Hepfner, Lisa"
200538504,2022/01/01,2022/01/31,0.0000,2019.0000,0.0000,0,0,0,2019.00,"Hepfner, Lisa"
T0216199,2021/08/01,2021/08/31,0.0000,1550.0000,0.0000,0,0,0,1550.00,"Hoback, Randy"
T0216804,2021/08/07,2021/08/07,145.4200,0.0000,20.5300,0,0.0000,0,165.95,"Hoback, Randy"
T0216442,2021/08/09,2021/08/14,617.5400,0.0000,185.8000,5.0000,0,0,803.34,"Hoback, Randy"
T0216200,2021/08/22,2021/10/21,0.0000,1188.7700,0.0000,0,0,0,1188.77,"Hoback, Randy"
T0217682,2021/09/21,2021/11/21,0.0000,2143.4700,0.0000,0,0,0,2143.47,"Hoback, Randy"
T0218313,2021/10/03,2021/10/06,1833.9400,119.5400,370.9500,1.0000,0,0,2324.43,"Hoback, Randy"
T0217824,2021/10/26,2021/10/27,1786.5400,0.0000,202.2300,1.0000,0,0,1988.77,"Hoback, Randy"
T0218162,2021/10/30,2021/11/03,1829.9300,134.4800,475.0100,1.0000,0,0,2439.42,"Hoback, Randy"
T0217830,2021/10/30,2021/11/03,1877.8300,0.0000,0.0000,1.0000,0,0,1877.83,"Hoback, Randy"
T0217917,2021/10/30,2021/11/04,2174.4700,661.2800,580.9500,1.0000,0,0,3416.70,"Hoback, Randy"
T0220299,2021/11/01,2021/12/21,0.0000,1605.7600,0.0000,0,0,0,1605.76,"Hoback, Randy"
T0219318,2021/11/21,2021/11/27,1678.0800,114.4200,601.4800,1.0000,0,0,2393.98,"Hoback, Randy"
T0219893,2021/11/27,2021/11/27,788.9700,0.0000,67.6000,0.5000,0,0,856.57,"Hoback, Randy"
T0217111,2021/09/01,2021/09/20,0.0000,1000.0000,0.0000,0,0,0,1000.00,"Holland, Hon. Mark"
T0217112,2021/09/21,2021/09/30,0.0000,500.0000,0.0000,0,0,0,500.00,"Holland, Hon. Mark"
T0215923,2021/09/22,2021/09/23,458.9400,0.0000,200.2700,1.0000,0,0,659.21,"Holland, Hon. Mark"
T0217315,2021/10/01,2021/10/31,0.0000,1550.0000,0.0000,0,0,0,1550.00,"Holland, Hon. Mark"
T0217114,2021/10/17,2021/10/19,463.9800,0.0000,303.3500,1.0000,0,0,767.33,"Holland, Hon. Mark"
T0217116,2021/10/20,2021/10/20,463.9800,0.0000,101.1200,1.0000,0,0,565.10,"Holland, Hon. Mark"
T0217125,2021/10/24,2021/10/27,3221.8500,0.0000,265.0000,3.0000,0,0,3486.85,"Holland, Hon. Mark"
T0217627,2021/11/01,2021/11/02,463.9800,0.0000,202.2300,1.0000,0,0,666.21,"Holland, Hon. Mark"
T0219487,2021/11/01,2021/11/30,0.0000,1500.0000,0.0000,0,0,0,1500.00,"Holland, Hon. Mark"
T0219491,2021/11/01,2021/11/30,0.0000,148.5600,0.0000,0,0,0,148.56,"Holland, Hon. Mark"
T0218050,2021/11/04,2021/11/07,4405.3700,503.4400,384.6200,0,2.0000,0,5293.43,"Holland, Hon. Mark"
T0218261,2021/11/07,2021/11/10,1444.7900,0.0000,303.3500,1.0000,0,0,1748.14,"Holland, Hon. Mark"
T0219078,2021/11/09,2021/11/09,71.6300,0.0000,0.0000,0.5000,0,0,71.63,"Holland, Hon. Mark"
T0218430,2021/11/09,2021/11/10,121.0700,150.0400,19.0600,0.5000,0,0,290.17,"Holland, Hon. Mark"
T0218342,2021/11/09,2021/11/10,121.0700,150.0400,19.0600,1.0000,0,0,290.17,"Holland, Hon. Mark"
T0218472,2021/11/09,2021/11/10,121.0700,150.0400,19.0600,1.0000,0,0,290.17,"Holland, Hon. Mark"
T0218562,2021/11/14,2021/11/15,1442.9600,143.4000,140.8700,0,1.0000,0,1727.23,"Holland, Hon. Mark"
T0218561,2021/11/15,2021/11/17,463.9800,0.0000,284.0600,1.0000,0,0,748.04,"Holland, Hon. Mark"
T0219170,2021/11/21,2021/11/26,463.9800,0.0000,533.6200,1.0000,0,0,997.60,"Holland, Hon. Mark"
T0219372,2021/11/24,2021/11/26,899.9100,0.0000,0.0000,1.0000,0,0,899.91,"Holland, Hon. Mark"
T0220011,2021/11/29,2021/12/02,1265.9900,0.0000,385.1800,1.0000,0,0,1651.17,"Holland, Hon. Mark"
T0220406,2021/12/05,2021/12/09,812.7800,0.0000,486.2900,1.0000,0,0,1299.07,"Holland, Hon. Mark"
T0219185,2021/11/22,2021/11/25,49.2200,531.9900,404.4600,0.0000,0,0,985.67,"Housefather, Anthony"
T0219900,2021/11/29,2021/12/03,101.0300,709.3200,505.5800,0.0000,0,0,1315.93,"Housefather, Anthony"
T0219673,2021/11/30,2021/12/02,241.7700,327.3700,303.3500,1.0000,0,0,872.49,"Housefather, Anthony"
T0216388,2021/09/26,2021/09/26,91.5000,0.0000,100.1300,0.5000,0,0,191.63,"Hughes, Carol"
T0216372,2021/09/29,2021/09/29,146.7800,0.0000,100.1300,1.0000,0,0,246.91,"Hughes, Carol"
T0216374,2021/09/30,2021/09/30,173.2100,0.0000,100.1300,1.0000,0,0,273.34,"Hughes, Carol"
T0216481,2021/10/06,2021/10/07,693.3800,0.0000,139.4700,1.0000,0,0,832.85,"Hughes, Carol"
T0217043,2021/10/14,2021/10/16,224.0700,0.0000,133.2200,1.0000,0,0,357.29,"Hughes, Carol"
T0217084,2021/10/17,2021/10/17,144.4200,0.0000,0.0000,1.0000,0,0,144.42,"Hughes, Carol"
T0217074,2021/10/21,2021/10/22,141.9600,116.0300,101.1200,1.0000,0,0,359.11,"Hughes, Carol"
T0217080,2021/10/23,2021/10/24,436.7700,146.2900,139.4700,1.0000,0,0,722.53,"Hughes, Carol"
T0217150,2021/10/26,2021/10/27,732.6600,0.0000,167.7300,1.0000,0,0,900.39,"Hughes, Carol"
200524071,2021/11/01,2021/11/30,0.0000,1630.0000,0.0000,0,0,0,1630.00,"Hughes, Carol"
T0218949,2021/11/03,2021/11/06,332.4000,0.0000,247.1400,0.0000,0,0,579.54,"Hughes, Carol"
T0218953,2021/11/07,2021/11/10,861.7400,124.8700,152.0500,1.0000,0,0,1138.66,"Hughes, Carol"
T0219102,2021/11/10,2021/11/10,34.6200,0.0000,101.1200,0.0000,0,0,135.74,"Hughes, Carol"
T0219103,2021/11/11,2021/11/11,232.4800,0.0000,47.3200,0.5000,0,0,279.80,"Hughes, Carol"
T0218961,2021/11/16,2021/11/18,187.9600,0.0000,202.2300,0.0000,0,0,390.19,"Hughes, Carol"
T0218963,2021/11/19,2021/11/19,188.9400,0.0000,47.3200,0.0000,0,0,236.26,"Hughes, Carol"
T0219357,2021/11/21,2021/11/26,620.2700,0.0000,399.4200,1.0000,0,0,1019.69,"Hughes, Carol"
T0219362,2021/11/27,2021/11/27,144.4300,0.0000,101.1200,0.0000,0,0,245.55,"Hughes, Carol"
T0220000,2021/11/28,2021/12/02,699.2200,0.0000,333.0400,1.0000,0,0,1032.26,"Hughes, Carol"
200530313,2021/12/01,2021/12/31,0.0000,1630.0000,0.0000,0,0,0,1630.00,"Hughes, Carol"
T0220002,2021/12/04,2021/12/04,185.0000,0.0000,66.6100,0.0000,0,0,251.61,"Hughes, Carol"
T0220627,2021/12/05,2021/12/11,654.5800,124.8700,399.6400,1.0000,0,0,1179.09,"Hughes, Carol"
T0220631,2021/12/11,2021/12/12,155.7900,85.7600,202.2300,0.0000,0.0000,0,443.78,"Hughes, Carol"
T0220632,2021/12/12,2021/12/12,325.0600,0.0000,0.0000,0.5000,0,0,325.06,"Hughes, Carol"
200538505,2022/01/01,2022/01/31,0.0000,1650.0000,0.0000,0,0,0,1650.00,"Hughes, Carol"
200524072,2021/11/01,2021/11/30,0.0000,1870.0000,0.0000,0,0,0,1870.00,"Hussen, Hon. Ahmed"
200530314,2021/12/01,2021/12/31,0.0000,1870.0000,0.0000,0,0,0,1870.00,"Hussen, Hon. Ahmed"
200538506,2022/01/01,2022/01/31,0.0000,1870.0000,0.0000,0,0,0,1870.00,"Hussen, Hon. Ahmed"
T0216139,2021/07/28,2021/07/30,46.0000,0.0000,300.4000,0.0000,0,0,346.40,"Hutchings, Hon. Gudie"
T0216305,2021/08/01,2021/08/15,0.0000,846.9900,0.0000,0,0,0,846.99,"Hutchings, Hon. Gudie"
T0217439,2021/08/11,2021/08/11,714.2800,0.0000,0.0000,0.0000,0,0,714.28,"Hutchings, Hon. Gudie"
T0216127,2021/08/13,2021/08/13,186.9200,0.0000,65.8500,0.0000,0,0,252.77,"Hutchings, Hon. Gudie"
T0216306,2021/09/21,2021/09/30,0.0000,532.0100,0.0000,0,0,0,532.01,"Hutchings, Hon. Gudie"
T0217321,2021/10/01,2021/11/02,0.0000,1646.9900,0.0000,0,0,0,1646.99,"Hutchings, Hon. Gudie"
T0216997,2021/10/06,2021/10/06,462.9800,0.0000,0.0000,0,0.0000,0,462.98,"Hutchings, Hon. Gudie"
T0216826,2021/10/06,2021/10/06,97.9400,0.0000,19.2900,0.0000,0,0,117.23,"Hutchings, Hon. Gudie"
T0216469,2021/10/07,2021/10/07,84.0800,0.0000,0.0000,0.0000,0,0,84.08,"Hutchings, Hon. Gudie"
T0216828,2021/10/08,2021/10/08,144.9200,0.0000,19.2900,0.0000,0,0,164.21,"Hutchings, Hon. Gudie"
T0216825,2021/10/19,2021/10/20,386.8000,163.9200,19.2900,0.0000,0,0,570.01,"Hutchings, Hon. Gudie"
T0216824,2021/10/22,2021/10/22,81.1200,0.0000,47.3200,0.0000,0,0,128.44,"Hutchings, Hon. Gudie"
T0219559,2021/11/01,2021/12/02,0.0000,1596.9900,0.0000,0,0,0,1596.99,"Hutchings, Hon. Gudie"
T0217757,2021/11/04,2021/11/04,24.7400,0.0000,53.7900,0.0000,0,0,78.53,"Hutchings, Hon. Gudie"
T0218282,2021/11/05,2021/11/07,462.9800,89.2900,236.9600,0,0.0000,0,789.23,"Hutchings, Hon. Gudie"
T0218094,2021/11/10,2021/11/10,82.1000,0.0000,0.0000,0.0000,0,0,82.10,"Hutchings, Hon. Gudie"
T0218248,2021/11/11,2021/11/11,181.0400,0.0000,19.2900,0.0000,0,0,200.33,"Hutchings, Hon. Gudie"
T0218249,2021/11/11,2021/11/11,49.4600,0.0000,0.0000,0.0000,0,0,49.46,"Hutchings, Hon. Gudie"
T0218640,2021/11/15,2021/11/17,101.9000,0.0000,0.0000,0.0000,0,0,101.90,"Hutchings, Hon. Gudie"
T0218830,2021/11/15,2021/11/19,507.0100,289.3000,217.6800,0.0000,0.0000,0,1013.99,"Hutchings, Hon. Gudie"
T0218880,2021/11/19,2021/11/19,221.6000,0.0000,19.2900,0,0.0000,0,240.89,"Hutchings, Hon. Gudie"
T0216540,2021/09/29,2021/09/29,191.3700,0.0000,100.1300,1.0000,0,0,291.50,"Iacono, Angelo"
T0218114,2021/10/01,2021/10/31,40.5400,0.0000,0.0000,0.0000,0.0000,0,40.54,"Iacono, Angelo"
T0218065,2021/11/01,2021/11/01,193.4700,0.0000,98.6200,1.0000,0,0,292.09,"Iacono, Angelo"
T0219218,2021/11/22,2021/11/26,90.2000,835.2100,458.2600,0.0000,0,0,1383.67,"Iacono, Angelo"
T0220318,2021/12/06,2021/12/09,59.8500,626.4100,404.4600,0.0000,0,0,1090.72,"Iacono, Angelo"
T0221229,2021/12/09,2021/12/09,193.4700,0.0000,0.0000,1.0000,0,0,193.47,"Iacono, Angelo"
T0217073,2021/10/01,2021/10/14,1577.2800,0.0000,486.2900,1.0000,0,0,2063.57,"Idlout, Lori"
T0217972,2021/10/01,2021/10/14,1577.2800,0.0000,0.0000,1.0000,0,0,1577.28,"Idlout, Lori"
T0218197,2021/11/07,2021/11/10,1076.3700,0.0000,132.7700,1.0000,0,0,1209.14,"Idlout, Lori"
T0219052,2021/11/15,2021/11/17,1432.8600,625.9600,262.9800,1.0000,0,0,2321.80,"Idlout, Lori"
T0219827,2021/11/18,2021/11/21,2844.5900,949.0400,443.9400,1.0000,0,0,4237.57,"Idlout, Lori"
T0216873,2021/10/20,2021/10/21,408.5800,0.0000,0.0000,1.0000,0,0,408.58,"Jaczek, Hon. Helena"
T0218267,2021/10/24,2021/10/28,408.0800,0.0000,0.0000,1.0000,0,0,408.08,"Jaczek, Hon. Helena"
T0218271,2021/10/31,2021/11/03,408.0800,0.0000,0.0000,1.0000,0,0,408.08,"Jaczek, Hon. Helena"
200524073,2021/11/01,2021/11/30,0.0000,2020.0000,0.0000,0,0,0,2020.00,"Jaczek, Hon. Helena"
T0218277,2021/11/07,2021/11/10,742.6400,0.0000,0.0000,1.0000,0,0,742.64,"Jaczek, Hon. Helena"
T0219458,2021/11/15,2021/11/16,1325.6100,0.0000,0.0000,1.0000,0,0,1325.61,"Jaczek, Hon. Helena"
T0219471,2021/11/21,2021/11/26,809.6000,0.0000,0.0000,1.0000,0,0,809.60,"Jaczek, Hon. Helena"
200530315,2021/12/01,2021/12/31,0.0000,2020.0000,0.0000,0,0,0,2020.00,"Jaczek, Hon. Helena"
200538507,2022/01/01,2022/01/31,0.0000,2020.0000,0.0000,0,0,0,2020.00,"Jaczek, Hon. Helena"
T0215949,2021/09/25,2021/10/04,1125.7800,401.7900,846.8700,1.0000,0,0,2374.44,"Jansen, Tamara"
T0216627,2021/10/04,2021/10/08,1009.7800,0.0000,409.2900,1.0000,0,0,1419.07,"Jansen, Tamara"
T0216628,2021/10/04,2021/10/08,956.2000,0.0000,0.0000,1.0000,0,0,956.20,"Jansen, Tamara"
200527442,2021/11/01,2021/11/30,0.0000,728.2100,0.0000,0,0,0,728.21,"Jansen, Tamara"
T0219862,2021/08/01,2021/08/31,706.0400,0.0000,0.0000,0.0000,0,0,706.04,"Jeneroux, Matt"
T0216659,2021/08/11,2021/09/11,0.0000,32.8400,0.0000,0,0,0,32.84,"Jeneroux, Matt"
T0219901,2021/09/21,2021/09/30,398.3600,0.0000,0.0000,0.0000,0,0,398.36,"Jeneroux, Matt"
T0216789,2021/09/21,2021/10/11,0.0000,183.4100,0.0000,0,0,0,183.41,"Jeneroux, Matt"
T0219903,2021/10/01,2021/10/31,692.5000,0.0000,0.0000,0.0000,0,0,692.50,"Jeneroux, Matt"
T0216524,2021/10/04,2021/10/06,2818.6700,0.0000,303.3500,0,1.0000,0,3122.02,"Jeneroux, Matt"
T0216525,2021/10/08,2021/10/11,2219.6300,0.0000,0.0000,0,2.0000,0,2219.63,"Jeneroux, Matt"
T0219416,2021/10/09,2021/11/11,0.0000,216.8000,0.0000,0,0,0,216.80,"Jeneroux, Matt"
T0217052,2021/10/21,2021/10/23,1051.6000,0.0000,0.0000,0,1.0000,0,1051.60,"Jeneroux, Matt"
T0218106,2021/10/26,2021/10/28,2581.8700,0.0000,303.3500,0.5000,0.5000,0,2885.22,"Jeneroux, Matt"
200524074,2021/11/01,2021/11/30,0.0000,1635.0000,0.0000,0,0,0,1635.00,"Jeneroux, Matt"
T0219921,2021/11/01,2021/11/30,456.0000,0.0000,0.0000,0.0000,0,0,456.00,"Jeneroux, Matt"
T0218385,2021/11/09,2021/11/11,975.1000,0.0000,0.0000,0,1.0000,0,975.10,"Jeneroux, Matt"
T0219406,2021/11/16,2021/11/18,5513.8800,0.0000,303.3500,0,1.0000,0,5817.23,"Jeneroux, Matt"
T0219924,2021/11/21,2021/11/26,5531.2900,0.0000,606.7000,0,1.0000,0,6137.99,"Jeneroux, Matt"
T0219946,2021/11/28,2021/12/02,5091.6400,0.0000,505.5800,0.5000,0.5000,0,5597.22,"Jeneroux, Matt"
200530316,2021/12/01,2021/12/31,0.0000,1635.0000,0.0000,0,0,0,1635.00,"Jeneroux, Matt"
T0220783,2021/12/06,2021/12/16,2260.5200,0.0000,1112.2800,1.0000,0,0,3372.80,"Jeneroux, Matt"
200538508,2022/01/01,2022/01/31,0.0000,1635.0000,0.0000,0,0,0,1635.00,"Jeneroux, Matt"
T0216228,2021/08/01,2021/09/18,0.0000,1649.9900,0.0000,0,0,0,1649.99,"Johns, Gord"
T0216383,2021/09/01,2021/09/20,0.0000,1000.0000,0.0000,0,0,0,1000.00,"Johns, Gord"
T0216380,2021/09/21,2021/09/30,0.0000,450.0000,0.0000,0,0,0,450.00,"Johns, Gord"
T0216386,2021/09/21,2021/10/18,0.0000,599.9900,0.0000,0,0,0,599.99,"Johns, Gord"
T0218401,2021/09/26,2021/09/27,132.7800,0.0000,0.0000,0.0000,0,0,132.78,"Johns, Gord"
T0217344,2021/10/01,2021/11/18,0.0000,1649.9900,0.0000,0,0,0,1649.99,"Johns, Gord"
T0216571,2021/10/04,2021/10/12,2792.9300,0.0000,447.4100,1.0000,0,0,3240.34,"Johns, Gord"
T0216569,2021/10/14,2021/10/14,67.1200,0.0000,20.5300,0.0000,0,0,87.65,"Johns, Gord"
T0218407,2021/10/18,2021/10/27,1447.6000,1957.3700,727.6900,0,2.5000,0,4132.66,"Johns, Gord"
T0219561,2021/11/01,2021/12/18,0.0000,1599.9900,0.0000,0,0,0,1599.99,"Johns, Gord"
T0218396,2021/11/05,2021/11/05,105.4800,0.0000,71.7300,0.0000,0,0,177.21,"Johns, Gord"
