claim_id,from_date,end_date,transport_cost,accommodation_cost,meals_and_incidentals_cost,reg_points_used,special_points_used,USA_points_used,total_cost,mp_office
T0250143,2023/04/02,2023/04/07,923.4000,0.0000,566.3400,1.0000,0,0,1489.74,"Lewis, Chris"
T0251072,2023/04/23,2023/04/29,778.7700,219.3000,771.2500,0.5000,1.0000,0,1769.32,"Lewis, Chris"
200691296,2023/05/01,2023/05/31,0.0000,50.5700,0.0000,0,0,0,50.57,"Lewis, Chris"
200677901,2023/05/01,2023/05/31,0.0000,2022.9800,0.0000,0,0,0,2022.98,"Lewis, Chris"
T0254093,2023/05/01,2023/05/31,95.8400,0.0000,0.0000,0.0000,0.0000,0,95.84,"Lewis, Chris"
T0254097,2023/05/11,2023/06/01,125.4200,0.0000,0.0000,0.0000,0.0000,0,125.42,"Lewis, Chris"
T0253624,2023/05/27,2023/06/07,905.6900,2247.5700,881.4300,1.0000,0,0,4034.69,"Lewis, Chris"
200684839,2023/06/01,2023/06/30,0.0000,2022.9800,0.0000,0,0,0,2022.98,"Lewis, Chris"
200691297,2023/06/01,2023/06/30,0.0000,50.5700,0.0000,0,0,0,50.57,"Lewis, Chris"
200691613,2023/07/01,2023/07/31,0.0000,2073.5500,0.0000,0,0,0,2073.55,"Lewis, Chris"
T0251615,2023/04/01,2023/04/29,186.6800,0.0000,0.0000,0.0000,0.0000,0,186.68,"Lewis, Leslyn"
T0251600,2023/04/01,2023/04/30,0.0000,2500.0000,0.0000,0,0,0,2500.00,"Lewis, Leslyn"
T0251567,2023/04/03,2023/05/07,576.0400,0.0000,0.0000,0.0000,0.0000,0,576.04,"Lewis, Leslyn"
T0251605,2023/05/01,2023/05/03,646.7000,388.2300,330.5400,1.0000,0,0,1365.47,"Lewis, Leslyn"
T0251084,2023/03/01,2023/03/31,0.0000,162.4000,0.0000,0,0,0,162.40,"Liepert, Ron"
T0249607,2023/03/28,2023/04/27,0.0000,122.8100,0.0000,0,0,0,122.81,"Liepert, Ron"
200678558,2023/04/01,2023/04/30,0.0000,1879.4500,0.0000,0,0,0,1879.45,"Liepert, Ron"
T0253256,2023/04/01,2023/06/30,0.0000,141.9600,0.0000,0,0,0,141.96,"Liepert, Ron"
T0249601,2023/04/05,2023/04/05,515.5300,0.0000,0.0000,0.5000,0,0,515.53,"Liepert, Ron"
T0251082,2023/04/12,2023/04/12,504.0700,0.0000,0.0000,0.5000,0,0,504.07,"Liepert, Ron"
T0251086,2023/04/17,2023/04/20,2153.2800,0.0000,440.7100,1.0000,0,0,2593.99,"Liepert, Ron"
T0251085,2023/04/23,2023/04/27,2973.7400,0.0000,0.0000,1.0000,0,0,2973.74,"Liepert, Ron"
T0253259,2023/04/28,2023/04/28,38.3700,0.0000,0.0000,0.0000,0,0,38.37,"Liepert, Ron"
T0253258,2023/04/28,2023/05/04,1847.0600,0.0000,440.7100,1.0000,0,0,2287.77,"Liepert, Ron"
200677902,2023/05/01,2023/05/31,0.0000,1879.4500,0.0000,0,0,0,1879.45,"Liepert, Ron"
T0254124,2023/05/01,2023/06/01,0.0000,43.1800,0.0000,0,0,0,43.18,"Liepert, Ron"
T0253255,2023/05/02,2023/05/25,938.9800,0.0000,0.0000,1.0000,0,0,938.98,"Liepert, Ron"
T0253260,2023/05/07,2023/05/11,2265.5500,0.0000,0.0000,1.0000,0,0,2265.55,"Liepert, Ron"
T0253268,2023/05/07,2023/05/11,0.0000,0.0000,440.7100,1.0000,0,0,440.71,"Liepert, Ron"
T0253263,2023/05/14,2023/05/18,2249.8700,0.0000,440.7100,1.0000,0,0,2690.58,"Liepert, Ron"
T0254115,2023/05/30,2023/06/08,2009.8100,0.0000,0.0000,1.0000,0,0,2009.81,"Liepert, Ron"
T0254123,2023/05/30,2023/06/08,0.0000,0.0000,661.0700,1.0000,0,0,661.07,"Liepert, Ron"
200684840,2023/06/01,2023/06/30,0.0000,1879.4500,0.0000,0,0,0,1879.45,"Liepert, Ron"
T0253950,2023/06/05,2023/06/08,3003.0500,0.0000,0.0000,1.0000,0,0,3003.05,"Liepert, Ron"
T0254112,2023/06/09,2023/06/09,1058.0900,0.0000,0.0000,0.5000,0,0,1058.09,"Liepert, Ron"
200691614,2023/07/01,2023/07/31,0.0000,1879.4500,0.0000,0,0,0,1879.45,"Liepert, Ron"
T0250805,2023/03/29,2023/03/29,141.3000,0.0000,0.0000,0.0000,0,0,141.30,"Lightbound, Joël"
200678558,2023/04/01,2023/04/30,0.0000,1850.0000,0.0000,0,0,0,1850.00,"Lightbound, Joël"
T0250636,2023/04/16,2023/04/21,96.9700,0.0000,425.2700,0.0000,0,0,522.24,"Lightbound, Joël"
T0251543,2023/04/23,2023/04/28,440.1000,0.0000,520.0000,1.0000,0,0,960.10,"Lightbound, Joël"
T0250806,2023/04/25,2023/04/25,141.3000,0.0000,0.0000,0.5000,0,0,141.30,"Lightbound, Joël"
T0251878,2023/04/30,2023/05/12,440.1000,0.0000,887.4100,1.0000,0,0,1327.51,"Lightbound, Joël"
200677903,2023/05/01,2023/05/31,0.0000,1850.0000,0.0000,0,0,0,1850.00,"Lightbound, Joël"
T0252351,2023/05/14,2023/05/18,284.9400,0.0000,398.3000,0.5000,0,0,683.24,"Lightbound, Joël"
200684841,2023/06/01,2023/06/30,0.0000,1850.0000,0.0000,0,0,0,1850.00,"Lightbound, Joël"
200691615,2023/07/01,2023/07/31,0.0000,1850.0000,0.0000,0,0,0,1850.00,"Lightbound, Joël"
T0250215,2023/04/01,2023/04/08,1947.2600,177.1200,0.0000,1.0000,0,0,2124.38,"Lloyd, Dane"
T0250975,2023/04/01,2023/04/30,0.0000,1500.0000,0.0000,0,0,0,1500.00,"Lloyd, Dane"
T0251090,2023/04/04,2023/04/18,118.8800,0.0000,0.0000,0.0000,0,0,118.88,"Lloyd, Dane"
T0251042,2023/04/06,2023/04/17,3185.1200,0.0000,0.0000,0.0000,0,0,3185.12,"Lloyd, Dane"
T0251018,2023/04/06,2023/04/17,3185.1200,0.0000,0.0000,1.0000,0,0,3185.12,"Lloyd, Dane"
T0251092,2023/04/11,2023/04/25,178.3100,0.0000,0.0000,0.0000,0,0,178.31,"Lloyd, Dane"
T0250612,2023/04/15,2023/04/22,2150.8100,360.1500,440.7100,1.0000,0,0,2951.67,"Lloyd, Dane"
T0251537,2023/04/23,2023/05/06,2027.8500,0.0000,939.2900,1.0000,0.0000,0,2967.14,"Lloyd, Dane"
T0253028,2023/05/01,2023/05/31,0.0000,1550.0000,0.0000,0,0,0,1550.00,"Lloyd, Dane"
T0253906,2023/05/02,2023/05/02,58.3600,0.0000,0.0000,0.0000,0,0,58.36,"Lloyd, Dane"
T0251613,2023/05/07,2023/05/07,74.5800,0.0000,0.0000,0,0.0000,0,74.58,"Lloyd, Dane"
T0252536,2023/05/07,2023/05/23,128.4800,0.0000,0.0000,0,0.0000,0,128.48,"Lloyd, Dane"
T0252470,2023/05/07,2023/05/23,1883.2700,0.0000,1101.7900,1.0000,0,0,2985.06,"Lloyd, Dane"
T0253137,2023/05/09,2023/05/24,193.4600,0.0000,0.0000,0.0000,0.0000,0,193.46,"Lloyd, Dane"
T0253108,2023/05/16,2023/05/30,116.7200,0.0000,0.0000,0.0000,0,0,116.72,"Lloyd, Dane"
T0252861,2022/10/15,2023/05/30,390.9000,0.0000,0.0000,0.0000,0,0,390.90,"Lobb, Ben"
T0250781,2023/03/23,2023/03/25,629.8600,459.5900,274.4200,1.0000,0,0,1363.87,"Lobb, Ben"
T0250221,2023/03/24,2023/04/04,290.9700,0.0000,0.0000,0.0000,0.0000,0,290.97,"Lobb, Ben"
T0249114,2023/04/01,2023/04/01,43.1500,0.0000,0.0000,0.0000,0,0,43.15,"Lobb, Ben"
T0249121,2023/04/01,2023/04/01,95.3400,0.0000,0.0000,0.0000,0,0,95.34,"Lobb, Ben"
T0251068,2023/04/01,2023/04/30,0.0000,1500.0000,0.0000,0,0,0,1500.00,"Lobb, Ben"
T0251060,2023/04/15,2023/04/29,312.1000,0.0000,0.0000,0.0000,0,0,312.10,"Lobb, Ben"
T0250773,2023/04/16,2023/04/20,673.4000,0.0000,284.2000,1.0000,0,0,957.60,"Lobb, Ben"
T0250775,2023/04/17,2023/04/20,148.4800,0.0000,0.0000,0,0.0000,0,148.48,"Lobb, Ben"
T0251053,2023/04/22,2023/04/28,673.4000,0.0000,378.9300,1.0000,0,0,1052.33,"Lobb, Ben"
T0251055,2023/04/24,2023/04/27,148.4800,0.0000,0.0000,0,0.0000,0,148.48,"Lobb, Ben"
T0251569,2023/04/30,2023/05/05,673.4000,0.0000,378.9300,1.0000,0,0,1052.33,"Lobb, Ben"
T0251581,2023/05/01,2023/05/04,148.4800,0.0000,0.0000,0,0.0000,0,148.48,"Lobb, Ben"
T0252920,2023/05/01,2023/05/30,106.8800,0.0000,0.0000,0.0000,0,0,106.88,"Lobb, Ben"
T0252923,2023/05/01,2023/05/31,0.0000,1550.0000,0.0000,0,0,0,1550.00,"Lobb, Ben"
T0252873,2023/05/05,2023/05/27,347.2500,0.0000,0.0000,0.0000,0,0,347.25,"Lobb, Ben"
T0252327,2023/05/07,2023/05/19,673.4000,0.0000,757.8600,1.0000,0,0,1431.26,"Lobb, Ben"
T0252329,2023/05/08,2023/05/18,259.8400,0.0000,0.0000,0,0.0000,0,259.84,"Lobb, Ben"
T0252957,2023/05/19,2023/05/24,722.8300,0.0000,0.0000,1.0000,0,0,722.83,"Lobb, Ben"
T0253873,2023/05/28,2023/06/01,673.4000,0.0000,284.2000,1.0000,0,0,957.60,"Lobb, Ben"
T0253880,2023/05/28,2023/06/01,148.4800,0.0000,0.0000,0,0.0000,0,148.48,"Lobb, Ben"
T0251125,2023/04/16,2023/04/29,942.8100,1498.3900,1542.5000,1.0000,0,0,3983.70,"Long, Wayne"
T0252249,2023/05/14,2023/05/18,874.6800,625.3600,550.8900,1.0000,0,0,2050.93,"Long, Wayne"
T0253313,2023/05/28,2023/06/02,887.7100,624.3300,661.0700,1.0000,0,0,2173.11,"Long, Wayne"
T0250459,2023/04/17,2023/04/19,1034.0200,480.5700,58.1200,1.0000,0,0,1572.71,"Longfield, Lloyd"
T0250882,2023/04/24,2023/04/27,1033.4500,720.8600,89.1100,1.0000,0,0,1843.42,"Longfield, Lloyd"
T0251801,2023/04/24,2023/05/17,831.5500,3012.7800,600.4500,1.0000,0,0,4444.78,"Longfield, Lloyd"
T0251306,2023/05/01,2023/05/03,1061.0600,480.5700,63.7500,1.0000,0,0,1605.38,"Longfield, Lloyd"
T0251317,2023/05/01,2023/05/04,1218.4500,941.2000,258.0400,1.0000,0,0,2417.69,"Longfield, Lloyd"
T0251656,2023/05/04,2023/05/07,630.2700,0.0000,0.0000,1.0000,0,0,630.27,"Longfield, Lloyd"
T0251648,2023/05/04,2023/05/07,743.9500,783.1700,110.4500,1.0000,0,0,1637.57,"Longfield, Lloyd"
T0251858,2023/05/08,2023/05/11,1038.4600,909.7200,125.9800,1.0000,0,0,2074.16,"Longfield, Lloyd"
T0252312,2023/05/15,2023/05/18,1037.8900,720.8600,120.0000,1.0000,0,0,1878.75,"Longfield, Lloyd"
T0253330,2023/05/30,2023/06/01,1042.9000,480.5700,36.7900,1.0000,0,0,1560.26,"Longfield, Lloyd"
T0253648,2023/06/05,2023/06/07,998.1300,480.5700,117.9000,1.0000,0,0,1596.60,"Longfield, Lloyd"
T0249938,2023/04/01,2023/04/01,33.1200,0.0000,0.0000,0.0000,0,0,33.12,"Louis, Tim"
200678558,2023/04/01,2023/04/30,0.0000,1929.0000,0.0000,0,0,0,1929.00,"Louis, Tim"
T0249935,2023/04/03,2023/04/06,123.4300,0.0000,0.0000,0.0000,0,0,123.43,"Louis, Tim"
200677904,2023/05/01,2023/05/31,0.0000,1929.0000,0.0000,0,0,0,1929.00,"Louis, Tim"
200684842,2023/06/01,2023/06/30,0.0000,1929.0000,0.0000,0,0,0,1929.00,"Louis, Tim"
200691616,2023/07/01,2023/07/31,0.0000,1929.0000,0.0000,0,0,0,1929.00,"Louis, Tim"
T0254043,2023/04/01,2023/05/31,0.0000,3050.0000,0.0000,0,0,0,3050.00,"MacAulay, Hon. Lawrence"
T0254045,2023/04/17,2023/04/20,1468.6200,0.0000,440.7100,1.0000,0,0,1909.33,"MacAulay, Hon. Lawrence"
T0254048,2023/04/23,2023/04/27,1324.8800,0.0000,440.7100,1.0000,0,0,1765.59,"MacAulay, Hon. Lawrence"
T0254051,2023/04/30,2023/05/12,2127.6400,0.0000,991.6100,1.0000,0,0,3119.25,"MacAulay, Hon. Lawrence"
T0254054,2023/05/14,2023/05/18,2128.9800,0.0000,440.7100,1.0000,0,0,2569.69,"MacAulay, Hon. Lawrence"
T0254057,2023/05/28,2023/06/01,1638.8500,0.0000,440.7100,1.0000,0,0,2079.56,"MacAulay, Hon. Lawrence"
T0251738,2023/04/05,2023/05/10,235.7200,0.0000,0.0000,0.0000,0,0,235.72,"MacDonald, Heath"
T0252640,2023/04/16,2023/05/21,973.1800,625.3600,450.3600,1.0000,0,0,2048.90,"MacDonald, Heath"
T0252644,2023/04/23,2023/04/27,785.8600,625.3600,277.9500,1.0000,0,0,1689.17,"MacDonald, Heath"
T0252651,2023/04/30,2023/05/12,906.7300,1876.0700,505.8900,1.0000,0,0,3288.69,"MacDonald, Heath"
T0252652,2023/05/14,2023/05/21,804.4800,1094.3700,376.6100,1.0000,0,0,2275.46,"MacDonald, Heath"
T0253672,2023/05/18,2023/05/21,691.2900,0.0000,0.0000,1.0000,0,0,691.29,"MacDonald, Heath"
T0252517,2023/03/15,2023/05/24,343.6200,0.0000,0.0000,0.0000,0.0000,0,343.62,"MacGregor, Alistair"
200678558,2023/04/01,2023/04/30,0.0000,1751.3700,0.0000,0,0,0,1751.37,"MacGregor, Alistair"
T0250211,2023/04/02,2023/05/01,0.0000,54.4500,0.0000,0,0,0,54.45,"MacGregor, Alistair"
T0250212,2023/04/13,2023/04/13,79.9800,0.0000,8.3200,0.0000,0,0,88.30,"MacGregor, Alistair"
T0251322,2023/04/16,2023/05/04,2881.1700,0.0000,1064.3800,1.0000,0,0,3945.55,"MacGregor, Alistair"
200677905,2023/05/01,2023/05/31,0.0000,1751.3700,0.0000,0,0,0,1751.37,"MacGregor, Alistair"
200683435,2023/05/01,2023/05/31,0.0000,43.7800,0.0000,0,0,0,43.78,"MacGregor, Alistair"
T0252758,2023/05/02,2023/06/01,0.0000,54.4500,0.0000,0,0,0,54.45,"MacGregor, Alistair"
T0252319,2023/05/10,2023/05/19,3514.6300,0.0000,881.4300,1.0000,0,0,4396.06,"MacGregor, Alistair"
T0253962,2023/05/28,2023/06/01,3382.0200,0.0000,345.7100,1.0000,0,0,3727.73,"MacGregor, Alistair"
200684843,2023/06/01,2023/06/30,0.0000,1795.1500,0.0000,0,0,0,1795.15,"MacGregor, Alistair"
T0253965,2023/06/04,2023/06/08,3380.3600,0.0000,278.2100,1.0000,0,0,3658.57,"MacGregor, Alistair"
200691617,2023/07/01,2023/07/31,0.0000,1795.1500,0.0000,0,0,0,1795.15,"MacGregor, Alistair"
T0252717,2023/05/12,2023/05/14,912.1100,88.5000,161.8600,0,1.0000,0,1162.47,"MacKinnon, Hon. Steven"
T0250348,2023/03/30,2023/04/16,2113.9700,0.0000,0.0000,1.0000,0,0,2113.97,"Maguire, Larry"
200678558,2023/04/01,2023/04/30,0.0000,1908.5800,0.0000,0,0,0,1908.58,"Maguire, Larry"
T0250354,2023/04/06,2023/04/13,1612.9200,0.0000,111.7300,1.0000,0,0,1724.65,"Maguire, Larry"
T0250254,2023/04/08,2023/04/15,1899.5200,0.0000,416.5400,1.0000,0,0,2316.06,"Maguire, Larry"
T0250978,2023/04/20,2023/04/24,1970.0800,0.0000,0.0000,0.5000,0.5000,0,1970.08,"Maguire, Larry"
T0251238,2023/04/27,2023/04/30,1789.5700,0.0000,0.0000,1.0000,0,0,1789.57,"Maguire, Larry"
200677906,2023/05/01,2023/05/31,0.0000,1908.5800,0.0000,0,0,0,1908.58,"Maguire, Larry"
T0251643,2023/05/04,2023/05/08,2216.1900,169.1200,0.0000,1.0000,0,0,2385.31,"Maguire, Larry"
T0251996,2023/05/12,2023/05/14,1931.6900,0.0000,0.0000,1.0000,0,0,1931.69,"Maguire, Larry"
T0252181,2023/05/13,2023/05/17,1763.7000,0.0000,107.5000,1.0000,0.0000,0,1871.20,"Maguire, Larry"
T0252721,2023/05/18,2023/05/19,1031.9200,142.6000,220.3600,0,1.0000,0,1394.88,"Maguire, Larry"
T0252854,2023/05/20,2023/05/26,994.7400,0.0000,237.5500,0.5000,0,0,1232.29,"Maguire, Larry"
200684844,2023/06/01,2023/06/30,0.0000,1908.5800,0.0000,0,0,0,1908.58,"Maguire, Larry"
200691618,2023/07/01,2023/07/31,0.0000,1908.5800,0.0000,0,0,0,1908.58,"Maguire, Larry"
T0249500,2023/03/27,2023/03/31,2528.0100,1139.5200,427.6800,1.5000,0,0,4095.21,"Maloney, James"
T0250312,2023/04/12,2023/04/15,2383.3300,560.6800,339.3300,0,2.0000,0,3283.34,"Maloney, James"
T0250583,2023/04/17,2023/04/21,1292.2400,1233.9600,440.7100,1.0000,0,0,2966.91,"Maloney, James"
T0252033,2023/05/04,2023/05/06,1161.5800,240.2900,110.1800,1.0000,0,0,1512.05,"Maloney, James"
T0252044,2023/05/08,2023/05/12,1134.2400,1370.3600,425.5400,1.0000,0,0,2930.14,"Maloney, James"
T0252498,2023/05/15,2023/05/18,1243.4700,783.8000,270.4900,1.0000,0,0,2297.76,"Maloney, James"
T0253278,2023/05/16,2023/05/17,1004.1300,0.0000,52.3200,1.0000,0,0,1056.45,"Maloney, James"
T0253279,2023/05/29,2023/06/02,1031.7000,961.1400,330.5400,1.0000,0,0,2323.38,"Maloney, James"
T0253490,2023/06/01,2023/06/04,476.7000,133.9300,168.0400,0.5000,0,0,778.67,"Maloney, James"
T0250694,2023/04/02,2023/04/15,678.9800,0.0000,112.8700,1.0000,0,0,791.85,"Martel, Richard"
T0250685,2023/04/04,2023/04/05,54.8200,0.0000,0.0000,0.0000,0.0000,0,54.82,"Martel, Richard"
T0250294,2023/04/04,2023/04/17,80.2600,0.0000,0.0000,0.0000,0.0000,0,80.26,"Martel, Richard"
T0250697,2023/04/15,2023/04/21,725.3100,812.1400,597.5900,1.0000,0,0,2135.04,"Martel, Richard"
T0250989,2023/04/23,2023/04/27,1674.9600,877.2100,508.4800,1.0000,0,0,3060.65,"Martel, Richard"
T0251740,2023/04/29,2023/05/05,80.3000,0.0000,0.0000,0.0000,0.0000,0,80.30,"Martel, Richard"
T0251661,2023/04/30,2023/05/04,1491.3500,961.1400,419.3800,1.0000,0,0,2871.87,"Martel, Richard"
T0251708,2023/05/05,2023/05/07,109.6000,0.0000,0.0000,0.0000,0,0,109.60,"Martel, Richard"
T0252216,2023/05/07,2023/05/11,1824.6200,776.4600,508.4800,1.0000,0,0,3109.56,"Martel, Richard"
T0252403,2023/05/14,2023/05/18,1498.2100,541.4300,508.4800,1.0000,0,0,2548.12,"Martel, Richard"
T0252711,2023/05/19,2023/05/28,678.9800,0.0000,112.8800,1.0000,0,0,791.86,"Martel, Richard"
T0253441,2023/05/28,2023/06/01,1230.5500,541.4300,440.7100,1.0000,0,0,2212.69,"Martel, Richard"
T0253955,2023/06/03,2023/06/03,45.0400,0.0000,0.0000,0,0.0000,0,45.04,"Martel, Richard"
T0253848,2023/06/08,2023/06/09,644.7800,0.0000,110.1800,1.0000,0,0,754.96,"Martel, Richard"
200678558,2023/04/01,2023/04/30,0.0000,1875.0000,0.0000,0,0,0,1875.00,"Martinez Ferrada, Soraya"
T0249196,2023/04/03,2023/04/03,8.7100,0.0000,0.0000,0.0000,0,0,8.71,"Martinez Ferrada, Soraya"
T0250226,2023/04/05,2023/04/05,305.9000,0.0000,0.0000,0,0.5000,0,305.90,"Martinez Ferrada, Soraya"
T0251853,2023/04/05,2023/04/06,0.0000,122.6700,0.0000,0,0.0000,0,122.67,"Martinez Ferrada, Soraya"
T0250973,2023/04/25,2023/04/28,198.2500,0.0000,305.5400,1.0000,0,0,503.79,"Martinez Ferrada, Soraya"
T0251601,2023/05/01,2023/05/06,198.2500,0.0000,452.5900,1.0000,0,0,650.84,"Martinez Ferrada, Soraya"
200677907,2023/05/01,2023/05/31,0.0000,1875.0000,0.0000,0,0,0,1875.00,"Martinez Ferrada, Soraya"
T0251856,2023/05/08,2023/05/10,198.2500,0.0000,242.0500,1.0000,0,0,440.30,"Martinez Ferrada, Soraya"
T0252288,2023/05/10,2023/05/10,13.3900,0.0000,0.0000,0,0.0000,0,13.39,"Martinez Ferrada, Soraya"
T0252607,2023/05/12,2023/05/14,850.9400,0.0000,0.0000,0,1.0000,0,850.94,"Martinez Ferrada, Soraya"
T0252286,2023/05/12,2023/05/14,958.6200,447.0400,0.0000,0,1.0000,0,1405.66,"Martinez Ferrada, Soraya"
T0252298,2023/05/15,2023/05/17,198.2500,0.0000,210.8000,1.0000,0,0,409.05,"Martinez Ferrada, Soraya"
T0252299,2023/05/16,2023/05/16,13.5700,0.0000,0.0000,0.0000,0,0,13.57,"Martinez Ferrada, Soraya"
T0252612,2023/05/23,2023/05/23,15.6800,0.0000,0.0000,0.0000,0,0,15.68,"Martinez Ferrada, Soraya"
T0252677,2023/05/25,2023/05/25,11.5400,0.0000,0.0000,0.0000,0,0,11.54,"Martinez Ferrada, Soraya"
T0253183,2023/05/29,2023/06/02,198.2500,0.0000,400.2700,1.0000,0,0,598.52,"Martinez Ferrada, Soraya"
T0253185,2023/06/01,2023/06/01,166.5000,0.0000,0.0000,1.0000,0,0,166.50,"Martinez Ferrada, Soraya"
T0253193,2023/06/01,2023/06/01,180.0000,0.0000,0.0000,1.0000,0.0000,0,180.00,"Martinez Ferrada, Soraya"
200684845,2023/06/01,2023/06/30,0.0000,1875.0000,0.0000,0,0,0,1875.00,"Martinez Ferrada, Soraya"
200691619,2023/07/01,2023/07/31,0.0000,1875.0000,0.0000,0,0,0,1875.00,"Martinez Ferrada, Soraya"
T0249435,2023/04/01,2023/04/30,0.0000,200.0000,0.0000,0,0,0,200.00,"Masse, Brian"
200678558,2023/04/01,2023/04/30,0.0000,2001.9900,0.0000,0,0,0,2001.99,"Masse, Brian"
T0252191,2023/04/16,2023/04/28,755.7000,0.0000,1101.7900,1.0000,0,0,1857.49,"Masse, Brian"
T0252196,2023/04/20,2023/04/23,1007.5400,0.0000,0.0000,1.0000,0,0,1007.54,"Masse, Brian"
T0252193,2023/04/30,2023/05/04,755.7000,0.0000,440.7100,1.0000,0,0,1196.41,"Masse, Brian"
T0251831,2023/05/01,2023/05/31,0.0000,200.0000,0.0000,0,0,0,200.00,"Masse, Brian"
T0252944,2023/05/01,2023/05/31,0.0000,161.9800,0.0000,0,0,0,161.98,"Masse, Brian"
200677908,2023/05/01,2023/05/31,0.0000,2001.9900,0.0000,0,0,0,2001.99,"Masse, Brian"
T0252195,2023/05/07,2023/05/11,755.7000,0.0000,440.7100,1.0000,0,0,1196.41,"Masse, Brian"
T0254170,2023/06/01,2023/06/30,0.0000,161.9900,0.0000,0,0,0,161.99,"Masse, Brian"
200684846,2023/06/01,2023/06/30,0.0000,2001.9900,0.0000,0,0,0,2001.99,"Masse, Brian"
T0253136,2023/06/01,2023/06/30,0.0000,200.0000,0.0000,0,0,0,200.00,"Masse, Brian"
T0254199,2023/06/09,2023/06/12,803.8600,0.0000,0.0000,1.0000,0,0,803.86,"Masse, Brian"
200691620,2023/07/01,2023/07/31,0.0000,2001.9900,0.0000,0,0,0,2001.99,"Masse, Brian"
T0251469,2023/04/01,2023/04/30,0.0000,2400.0000,0.0000,0,0,0,2400.00,"Mathyssen, Lindsay"
T0250485,2023/04/03,2023/05/02,763.8300,588.6400,440.7100,1.0000,0,0,1793.18,"Mathyssen, Lindsay"
T0252889,2023/04/08,2023/04/16,754.4600,0.0000,0.0000,1.0000,0,0,754.46,"Mathyssen, Lindsay"
T0251258,2023/04/17,2023/04/21,1384.7700,0.0000,275.4500,1.0000,0,0,1660.22,"Mathyssen, Lindsay"
T0251260,2023/04/23,2023/04/28,1052.1800,0.0000,220.3600,1.0000,0,0,1272.54,"Mathyssen, Lindsay"
T0252883,2023/04/29,2023/05/07,1356.7500,0.0000,283.2100,1.0000,0,0,1639.96,"Mathyssen, Lindsay"
T0252872,2023/05/01,2023/05/31,0.0000,2400.0000,0.0000,0,0,0,2400.00,"Mathyssen, Lindsay"
T0252950,2023/05/14,2023/05/19,1269.9600,0.0000,178.9300,1.0000,0,0,1448.89,"Mathyssen, Lindsay"
T0252964,2023/05/18,2023/05/24,892.7300,0.0000,0.0000,1.0000,0,0,892.73,"Mathyssen, Lindsay"
T0254157,2023/05/28,2023/06/02,1003.9800,0.0000,171.0300,1.0000,0,0,1175.01,"Mathyssen, Lindsay"
T0251159,2023/03/10,2023/03/31,148.2100,0.0000,0.0000,0.5000,0,0,148.21,"May, Bryan"
T0250704,2023/04/16,2023/04/21,480.2200,1044.0200,189.4600,1.0000,0,0,1713.70,"May, Bryan"
T0251177,2023/04/23,2023/05/02,532.3800,1044.0200,189.4600,1.0000,0,0,1765.86,"May, Bryan"
T0251763,2023/04/30,2023/05/03,565.1000,626.4100,189.4600,1.0000,0,0,1380.97,"May, Bryan"
T0251982,2023/05/04,2023/05/12,549.9600,1670.4300,189.4600,1.0000,0,0,2409.85,"May, Bryan"
T0252724,2023/05/14,2023/05/18,549.9600,835.2100,189.4600,1.0000,0,0,1574.63,"May, Bryan"
T0253483,2023/05/28,2023/06/02,549.9600,1044.0200,189.4600,1.0000,0,0,1783.44,"May, Bryan"
T0249567,2023/01/01,2023/03/01,0.0000,56.4000,0.0000,0,0,0,56.40,"Mazier, Dan"
T0245108,2023/01/24,2023/02/10,1003.6700,167.9800,753.9500,0.5000,0,0,1925.60,"Mazier, Dan"
T0249579,2023/03/26,2023/03/31,40.1800,0.0000,507.9000,0.0000,0,0,548.08,"Mazier, Dan"
T0250304,2023/04/01,2023/04/07,3050.7900,2227.0100,488.8500,0,0,1.0000,5766.65,"Mazier, Dan"
200678558,2023/04/01,2023/04/30,0.0000,2129.2400,0.0000,0,0,0,2129.24,"Mazier, Dan"
T0250387,2023/04/06,2023/04/14,1836.7700,522.9100,332.9800,1.0000,0,0,2692.66,"Mazier, Dan"
T0251494,2023/04/11,2023/04/14,102.6800,177.3900,0.0000,0.0000,0,0,280.07,"Mazier, Dan"
T0251492,2023/04/11,2023/04/14,559.2800,536.3500,260.1000,0.0000,0,0,1355.73,"Mazier, Dan"
T0250333,2023/04/11,2023/04/14,1952.0500,452.2200,332.9800,1.0000,0.0000,0,2737.25,"Mazier, Dan"
T0250318,2023/04/12,2023/04/12,142.6600,0.0000,0.0000,0.0000,0,0,142.66,"Mazier, Dan"
T0251477,2023/04/16,2023/04/21,2075.9600,0.0000,168.3900,1.0000,0,0,2244.35,"Mazier, Dan"
T0251479,2023/04/22,2023/04/22,65.9200,0.0000,22.9800,0.0000,0,0,88.90,"Mazier, Dan"
T0251493,2023/04/23,2023/04/27,2339.2800,0.0000,189.4600,1.0000,0,0,2528.74,"Mazier, Dan"
T0250875,2023/04/25,2023/04/27,152.3800,303.7500,198.2700,0.0000,0,0,654.40,"Mazier, Dan"
T0252054,2023/04/30,2023/05/06,2982.6300,0.0000,116.0700,1.0000,0,0,3098.70,"Mazier, Dan"
T0252057,2023/04/30,2023/05/06,19.0800,0.0000,0.0000,0,0.0000,0,19.08,"Mazier, Dan"
200677909,2023/05/01,2023/05/31,0.0000,2129.2400,0.0000,0,0,0,2129.24,"Mazier, Dan"
T0251486,2023/05/03,2023/05/03,151.3000,0.0000,22.9800,0.0000,0,0,174.28,"Mazier, Dan"
