claim_id,traveller_name,traveller_type,purpose_of_travel,date,departure,destination,mp_office
T0248524,"Picard, Line",Employee,To represent the Member at an event,2023/03/08,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To represent the Member at an event,2023/03/08,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To represent the Member at an event,2023/03/09,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To represent the Member at an event,2023/03/09,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To represent the Member at an event,2023/03/10,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To represent the Member at an event,2023/03/10,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/03/18,Racine,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/03/18,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/03/18,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/03/18,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/03/18,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,To conduct constituency office business,2023/03/18,Sherbrooke,Racine,"Brière, Élisabeth"
T0248524,"Picard, Line",Employee,Attending event with Member,2023/01/23,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0244227,"Brière, Élisabeth",Member,To travel to/from constituency and Ottawa,2023/01/26,Sherbrooke,Ottawa,"Brière, Élisabeth"
T0244227,"Brière, Élisabeth",Member,To travel to/from constituency and Ottawa,2023/01/28,Ottawa,Sherbrooke,"Brière, Élisabeth"
T0244689,"Brière, Élisabeth",Member,To travel to/from constituency and Ottawa,2023/01/30,Sherbrooke,Ottawa,"Brière, Élisabeth"
T0244689,"Brière, Élisabeth",Member,To travel to/from constituency and Ottawa,2023/02/03,Ottawa,Sherbrooke,"Brière, Élisabeth"
200643153,"Brière, Élisabeth",Member,Secondary Residence,2023/02/01,Gatineau,Gatineau,"Brière, Élisabeth"
T0245207,"Brière, Élisabeth",Member,To travel to/from constituency and Ottawa,2023/02/06,Sherbrooke,Ottawa,"Brière, Élisabeth"
T0245207,"Brière, Élisabeth",Member,To travel to/from constituency and Ottawa,2023/02/10,Ottawa,Sherbrooke,"Brière, Élisabeth"
T0245714,"Brière, Élisabeth",Member,To travel to/from constituency and Ottawa,2023/02/13,Sherbrooke,Ottawa,"Brière, Élisabeth"
T0245714,"Brière, Élisabeth",Member,To travel to/from constituency and Ottawa,2023/02/17,Ottawa,Sherbrooke,"Brière, Élisabeth"
T0245960,"Aubé, Gabriel",Employee,Attending event with Member,2023/02/20,Sherbrooke,Magog,"Brière, Élisabeth"
T0245960,"Aubé, Gabriel",Employee,Attending event with Member,2023/02/20,Magog,Sherbrooke,"Brière, Élisabeth"
T0245960,"Aubé, Gabriel",Employee,Attending event with Member,2023/02/20,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0245960,"Aubé, Gabriel",Employee,Attending event with Member,2023/02/23,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0245960,"Aubé, Gabriel",Employee,Attending event with Member,2023/02/23,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0245960,"Aubé, Gabriel",Employee,Attending event with Member,2023/02/23,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0245960,"Aubé, Gabriel",Employee,Attending event with Member,2023/02/23,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0245960,"Aubé, Gabriel",Employee,Attending event with Member,2023/02/24,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0245960,"Aubé, Gabriel",Employee,Attending event with Member,2023/02/24,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248218,"Sundue, Gabriel",Employee,To conduct constituency office business,2023/03/01,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248218,"Sundue, Gabriel",Employee,Attending event with Member,2023/03/14,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248218,"Sundue, Gabriel",Employee,Attending event with Member,2023/03/14,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248218,"Sundue, Gabriel",Employee,To conduct constituency office business,2023/03/14,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248218,"Sundue, Gabriel",Employee,To conduct constituency office business,2023/03/14,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248218,"Sundue, Gabriel",Employee,To conduct constituency office business,2023/03/01,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248218,"Sundue, Gabriel",Employee,To conduct constituency office business,2023/03/01,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248218,"Sundue, Gabriel",Employee,To conduct constituency office business,2023/03/01,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248218,"Sundue, Gabriel",Employee,To conduct constituency office business,2023/03/02,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248218,"Sundue, Gabriel",Employee,To conduct constituency office business,2023/03/02,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248218,"Sundue, Gabriel",Employee,To conduct constituency office business,2023/03/03,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248218,"Sundue, Gabriel",Employee,To conduct constituency office business,2023/03/03,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248218,"Sundue, Gabriel",Employee,Attending event with Member,2023/03/14,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
200652945,"Brière, Élisabeth",Member,Secondary Residence,2023/03/01,Gatineau,Gatineau,"Brière, Élisabeth"
T0248150,"Raby, Jacques",Employee,To conduct constituency office business,2023/03/02,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248150,"Raby, Jacques",Employee,To conduct constituency office business,2023/03/02,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248150,"Raby, Jacques",Employee,To conduct constituency office business,2023/03/02,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248150,"Raby, Jacques",Employee,To conduct constituency office business,2023/03/02,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248150,"Raby, Jacques",Employee,To conduct constituency office business,2023/03/02,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248150,"Raby, Jacques",Employee,To conduct constituency office business,2023/03/02,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248150,"Raby, Jacques",Employee,To conduct constituency office business,2023/03/02,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248150,"Raby, Jacques",Employee,To conduct constituency office business,2023/03/02,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248150,"Raby, Jacques",Employee,To conduct constituency office business,2023/03/02,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248150,"Raby, Jacques",Employee,To conduct constituency office business,2023/03/02,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248150,"Raby, Jacques",Employee,To conduct constituency office business,2023/03/02,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248150,"Raby, Jacques",Employee,To conduct constituency office business,2023/03/02,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0248150,"Raby, Jacques",Employee,To conduct constituency office business,2023/03/02,Sherbrooke,Sherbrooke,"Brière, Élisabeth"
T0246933,"Brière, Élisabeth",Member,To travel to/from constituency and Ottawa,2023/03/06,Sherbrooke,Ottawa,"Brière, Élisabeth"
T0246933,"Brière, Élisabeth",Member,To travel to/from constituency and Ottawa,2023/03/10,Ottawa,Sherbrooke,"Brière, Élisabeth"
T0248014,"Brière, Élisabeth",Member,To travel to/from constituency and Ottawa,2023/03/20,Sherbrooke,Ottawa,"Brière, Élisabeth"
T0248014,"Brière, Élisabeth",Member,To travel to/from constituency and Ottawa,2023/03/23,Ottawa,Sherbrooke,"Brière, Élisabeth"
T0250093,"Brière, Élisabeth",Member,To travel to/from constituency and Ottawa,2023/03/27,Sherbrooke,Ottawa,"Brière, Élisabeth"
T0250093,"Brière, Élisabeth",Member,To travel to/from constituency and Ottawa,2023/03/31,Ottawa,Sherbrooke,"Brière, Élisabeth"
T0242120,,Dependant,To unite the family with the Member,2022/12/11,Brantford,Ottawa,"Brock, Larry"
T0242120,,Dependant,To unite the family with the Member,2022/12/15,Ottawa,Brantford,"Brock, Larry"
T0242453,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2022/12/19,Brantford,Ottawa,"Brock, Larry"
T0242453,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2022/12/19,Ottawa,Brantford,"Brock, Larry"
T0243030,"Brock, Larry",Member,To attend meetings with stakeholders about business of the House,2023/01/04,Brantford,Owen Sound,"Brock, Larry"
T0243030,"Brock, Larry",Member,To attend meetings with stakeholders about business of the House,2023/01/04,Owen Sound,Brantford,"Brock, Larry"
T0243106,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/01/07,Brantford,Ottawa,"Brock, Larry"
T0243107,,Dependant,To unite the family with the Member,2023/01/07,Brantford,Ottawa,"Brock, Larry"
T0243107,,Dependant,To unite the family with the Member,2023/01/08,Ottawa,Brantford,"Brock, Larry"
T0243106,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/01/08,Ottawa,Brantford,"Brock, Larry"
T0243722,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/01/09,Brantford,Ottawa,"Brock, Larry"
T0243722,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/01/09,Ottawa,Brantford,"Brock, Larry"
T0243724,"Palagniuk, Volodymyr",Employee,To travel to/from constituency and Ottawa,2023/01/16,Ottawa,Brantford,"Brock, Larry"
T0243724,"Palagniuk, Volodymyr",Employee,To travel to/from constituency and Ottawa,2023/01/18,Brantford,Ottawa,"Brock, Larry"
T0244931,"Brock, Larry",Member,To attend meetings about constituency issues,2023/01/17,Brantford,Ohsweken,"Brock, Larry"
T0244931,"Brock, Larry",Member,To attend an event as a matter of protocol,2023/02/04,Brantford,Woodstock,"Brock, Larry"
T0244931,"Brock, Larry",Member,To attend meetings about constituency issues,2023/01/17,Ohsweken,Brantford,"Brock, Larry"
T0244931,"Brock, Larry",Member,To attend an event as a matter of protocol,2023/02/04,Woodstock,Brantford,"Brock, Larry"
T0244103,"Esbaugh, Martina",Employee,To travel to/from constituency and Ottawa,2023/01/24,Brantford,Ottawa,"Brock, Larry"
T0244095,"Betts, Laura",Employee,To attend a conference,2023/01/24,Brantford,Ottawa,"Brock, Larry"
T0244119,"Percival, Teresa",Employee,To travel to/from constituency and Ottawa,2023/01/24,Brantford,Ottawa,"Brock, Larry"
T0244119,"Percival, Teresa",Employee,To attend a conference,2023/01/27,Ottawa,Brantford,"Brock, Larry"
T0244095,"Betts, Laura",Employee,To attend a conference,2023/01/27,Ottawa,Brantford,"Brock, Larry"
T0244103,"Esbaugh, Martina",Employee,To travel to/from constituency and Ottawa,2023/01/27,Ottawa,Brantford,"Brock, Larry"
T0244128,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/01/25,Brantford,Ottawa,"Brock, Larry"
T0244128,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/01/28,Ottawa,Brantford,"Brock, Larry"
T0244514,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/01/29,Brantford,Ottawa,"Brock, Larry"
T0244514,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/02/03,Ottawa,Brantford,"Brock, Larry"
200643154,"Brock, Larry",Member,Secondary Residence,2023/02/01,Ottawa,Ottawa,"Brock, Larry"
T0245041,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/02/05,Brantford,Ottawa,"Brock, Larry"
T0245041,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/02/09,Ottawa,Brantford,"Brock, Larry"
T0245646,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/02/12,Brantford,Ottawa,"Brock, Larry"
T0245646,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/02/18,Ottawa,Brantford,"Brock, Larry"
200652946,"Brock, Larry",Member,Secondary Residence,2023/03/01,Ottawa,Ottawa,"Brock, Larry"
T0246327,"Brock, Larry",Member,To attend meetings with stakeholders about business of the House,2023/03/02,Brantford,Vaughan,"Brock, Larry"
T0246327,"Brock, Larry",Member,To attend meetings with stakeholders about business of the House,2023/03/03,Brantford,London,"Brock, Larry"
T0246327,"Brock, Larry",Member,To attend meetings with stakeholders about business of the House,2023/03/04,Brantford,Hamilton,"Brock, Larry"
T0246641,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/03/05,Brantford,Ottawa,"Brock, Larry"
T0246641,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/03/09,Ottawa,Brantford,"Brock, Larry"
T0247559,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/03/18,Brantford,Ottawa,"Brock, Larry"
T0247559,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/03/24,Ottawa,Brantford,"Brock, Larry"
T0248551,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/03/26,Brantford,Ottawa,"Brock, Larry"
T0248551,"Brock, Larry",Member,To travel to/from constituency and Ottawa,2023/03/31,Ottawa,Brantford,"Brock, Larry"
T0243099,"Brunelle-Duceppe, Alexis",Member,Secondary Residence,2022/10/18,Gatineau,Gatineau,"Brunelle-Duceppe, Alexis"
T0240273,"Gagnon, Michel",Employee,To conduct constituency office business,2022/12/01,Saint-Félicien,Dolbeau-Mistassini,"Brunelle-Duceppe, Alexis"
T0240273,"Gagnon, Michel",Employee,To conduct constituency office business,2022/12/08,Albanel,Saint-Félicien,"Brunelle-Duceppe, Alexis"
T0240273,"Gagnon, Michel",Employee,To conduct constituency office business,2022/12/20,Saint-Félicien,Saint-François-de-Sales,"Brunelle-Duceppe, Alexis"
T0240273,"Gagnon, Michel",Employee,To conduct constituency office business,2022/12/20,Saint-François-de-Sales,Saint-Félicien,"Brunelle-Duceppe, Alexis"
T0240273,"Gagnon, Michel",Employee,To conduct constituency office business,2022/12/21,Saint-Félicien,Roberval,"Brunelle-Duceppe, Alexis"
T0240273,"Gagnon, Michel",Employee,To conduct constituency office business,2022/12/21,Roberval,Saint-Félicien,"Brunelle-Duceppe, Alexis"
T0240273,"Gagnon, Michel",Employee,To conduct constituency office business,2022/12/22,Saint-Félicien,Dolbeau-Mistassini,"Brunelle-Duceppe, Alexis"
T0240273,"Gagnon, Michel",Employee,To conduct constituency office business,2022/12/22,Dolbeau-Mistassini,Saint-Félicien,"Brunelle-Duceppe, Alexis"
T0240273,"Gagnon, Michel",Employee,To conduct constituency office business,2022/12/01,Dolbeau-Mistassini,Saint-Ludger-de-Milot,"Brunelle-Duceppe, Alexis"
T0240273,"Gagnon, Michel",Employee,To conduct constituency office business,2022/12/01,Saint-Ludger-de-Milot,Saint-Félicien,"Brunelle-Duceppe, Alexis"
T0240273,"Gagnon, Michel",Employee,To conduct constituency office business,2022/12/06,Saint-Félicien,Chambord,"Brunelle-Duceppe, Alexis"
T0240273,"Gagnon, Michel",Employee,To conduct constituency office business,2022/12/06,Chambord,Saint-Félicien,"Brunelle-Duceppe, Alexis"
T0240273,"Gagnon, Michel",Employee,To conduct constituency office business,2022/12/07,Saint-Félicien,Roberval,"Brunelle-Duceppe, Alexis"
T0240273,"Gagnon, Michel",Employee,To conduct constituency office business,2022/12/07,Roberval,Saint-Félicien,"Brunelle-Duceppe, Alexis"
T0240273,"Gagnon, Michel",Employee,To conduct constituency office business,2022/12/08,Saint-Félicien,Dolbeau-Mistassini,"Brunelle-Duceppe, Alexis"
T0240273,"Gagnon, Michel",Employee,To conduct constituency office business,2022/12/08,Dolbeau-Mistassini,Albanel,"Brunelle-Duceppe, Alexis"
T0242109,"Brunelle-Duceppe, Alexis",Member,Secondary Residence,2022/12/12,Gatineau,Gatineau,"Brunelle-Duceppe, Alexis"
T0246555,"Brunelle-Duceppe, Alexis",Member,Secondary Residence,2022/12/16,Gatineau,Gatineau,"Brunelle-Duceppe, Alexis"
T0242110,"Boily, Émilie",Employee,To travel to/from constituency and Ottawa,2022/12/19,Ottawa,Alma,"Brunelle-Duceppe, Alexis"
T0242110,"Boily, Émilie",Employee,To travel to/from constituency and Ottawa,2022/12/22,Alma,Ottawa,"Brunelle-Duceppe, Alexis"
